  2327   4 198628 1 3.6875  3.4063  3.6236  3.6164  0 0 0 0 0 1 0 0  6 4 10  23.39   1 0.2500 0.2500 0.2500 0.2500
  2327   4 198647 1 3.4063  3.5810  3.4929  3.5852  0 0 0 0 0 0 0 0  6 4 10  37.92   1 0.4375 0.1875 0.1875 0.1875
  2327   4 198811 1 4.1563  3.6236  3.9190  3.1384  0 0 0 0 1 0 0 0  6 4 10  41.55   1 0.5781 0.1406 0.1406 0.1406
  2327   4 198819 1 3.6875  3.6236  3.5895  3.1935  1 0 0 0 1 0 0 0  6 4 10  55.21   1 0.6836 0.1055 0.1055 0.1055
  2327   7 198718 1 4.2250  3.4673  3.6508  3.3429  0 0 0 0 0 0 0 0  6 4 10  55.55   1 0.7627 0.0791 0.0791 0.0791
  2327   7 198727 1 3.0938  3.5532  4.8163  3.6261  0 0 0 0 1 0 0 0  6 4 10  38.06   1 0.8220 0.0593 0.0593 0.0593
  2327  43 198627 1 3.8929  3.9940  4.3516  3.0576  1 0 0 0 1 0 0 0  6 4 10  44.18   1 0.8665 0.0445 0.0445 0.0445
  2327  43 198652 1 4.5357  4.3549  4.9665  3.3080  0 1 0 0 0 0 0 0  6 4 10  18.42   1 0.8999 0.0334 0.0334 0.0334
  2327  43 198737 1 4.4750  4.5946  4.8571  3.2324  1 0 0 0 1 0 0 0  6 4 10  38.92   1 0.9249 0.0250 0.0250 0.0250
  2327  43 198832 1 5.3750  4.7022  4.5804  3.2336  0 0 0 0 0 0 0 0  6 4 10  80.48   1 0.9437 0.0188 0.0188 0.0188
  2426  18 198651 1 5.2143  3.7188  4.1501  3.4040  0 0 0 0 0 0 0 0  5 3 22  90.75   1 0.2500 0.2500 0.2500 0.2500
  2426  18 198708 1 4.9750  3.4063  4.1138  3.2478  0 0 0 0 0 0 0 0  5 3 22 128.85   1 0.4375 0.1875 0.1875 0.1875
  2426  18 198724 1 4.6786  3.0938  3.5494  3.5670  0 0 0 0 0 0 1 0  5 3 22  50.80   1 0.5781 0.1406 0.1406 0.1406
  2426  18 198738 1 4.4643  3.4277  4.0208  5.5357  0 0 0 0 0 1 0 0  5 3 22  97.48   1 0.6836 0.1055 0.1055 0.1055
  2426  18 198746 1 4.9750  3.0938  3.8326  3.5253  0 0 0 0 0 0 0 0  5 3 22  31.38   1 0.7627 0.0791 0.0791 0.0791
  2426  18 198805 1 4.9643  3.3750  3.3750  3.4658  0 0 0 0 0 0 0 0  5 3 22 155.87   1 0.8220 0.0593 0.0593 0.0593
  2426  18 198816 1 4.6719  2.4688  3.9732  3.5253  0 0 0 0 0 1 0 0  5 3 22 106.07   1 0.8665 0.0445 0.0445 0.0445
